epoch,train_loss,val_loss,learning_rate
1,3.915229681256092,3.554736002657279,0.0001
2,3.4189162130249477,3.3883328402657473,0.0001
3,3.3395338971375534,3.3521932852648986,0.0001
4,3.317943329261581,3.3380648439580742,0.0001
5,3.3085888814748885,3.331559501057468,0.0001
6,3.3034434185595316,3.3277714615664844,0.0001
7,3.3004968051130446,3.324749144640836,0.0001
8,3.29821158784916,3.3235977006485773,0.0001
9,3.2973188946238237,3.322140107869516,0.0001
10,3.2963740426811587,3.3218009653489773,0.0001
11,3.2955596482443545,3.3211936101280792,0.0001
12,3.295122156355904,3.3207454622816983,0.0001
13,3.29475941533936,3.320370174450136,0.0001
14,3.294647059919223,3.320204257965088,0.0001
15,3.294290229733549,3.3199233546010984,0.0001
16,3.294199373642308,3.319719220262195,0.0001
17,3.2938922151756995,3.3196897606299025,0.0001
18,3.2940291215052837,3.3195222994033475,0.0001
19,3.293899530814926,3.3193541399091115,0.0001
20,3.294036990204708,3.319227339301707,0.0001
21,3.293358570581032,3.319172341934879,0.0001
22,3.29347534516487,3.3191151349491803,0.0001
23,3.2929717235848806,3.319069088530482,0.0001
24,3.2933789522674446,3.319032506802158,0.0001
25,3.293495327123479,3.3190020630342074,0.0001
26,3.293307529506187,3.318973583437008,0.0001
27,3.293215721513259,3.3189503402616234,0.0001
28,3.2929468633517014,3.3189391761798532,5e-05
29,3.2931644721545252,3.318929143268295,5e-05
30,3.2928977890085553,3.318918938132996,5e-05
31,3.2933631359866116,3.3189089526708355,5e-05
32,3.2928762728396843,3.3188999542733084,5e-05
33,3.293583596062926,3.3188908193855378,5e-05
34,3.293060376298472,3.3188861488417265,2.5e-05
35,3.293009936144804,3.3188818104437,2.5e-05
36,3.293332573206451,3.3188771820771312,2.5e-05
37,3.2930326594739157,3.3188725168054756,2.5e-05
38,3.293488518456101,3.318868267448294,2.5e-05
39,3.29302731499796,3.3188635213369233,2.5e-05
40,3.2934728767792087,3.318861418918544,1.25e-05
41,3.2932913418596117,3.3188587394920557,1.25e-05
42,3.292968275821785,3.3188558831554666,1.25e-05
43,3.293518673531628,3.318853541146918,1.25e-05
44,3.292892568616619,3.318850904483467,1.25e-05
45,3.2930134964698308,3.318848095010481,1.25e-05
46,3.2928619659523095,3.3188465520263595,6.25e-06
47,3.2928724280077284,3.318845140260326,6.25e-06
48,3.293290408570527,3.318843985658313,6.25e-06
49,3.2930971246669727,3.3188421163863575,6.25e-06
50,3.2934231908791127,3.318840152215606,6.25e-06
51,3.2929368887692134,3.318838627976926,6.25e-06
52,3.293450782733336,3.318836430659751,6.25e-06
53,3.29328122812576,3.318834626411044,6.25e-06
54,3.293392397657203,3.3188327378078526,6.25e-06
55,3.293237503576456,3.3188310413454323,6.25e-06
56,3.292777880416927,3.3188293536699374,6.25e-06
57,3.2937273438535217,3.3188286143966037,3.125e-06
58,3.293003871981539,3.318827488498547,3.125e-06
59,3.2931553705917413,3.3188265758298834,3.125e-06
60,3.2926650720901205,3.318825725255493,3.125e-06
61,3.2930192920798262,3.318824495671715,3.125e-06
62,3.293319952089104,3.318823579488281,3.125e-06
63,3.293032963479762,3.3188229579597492,1.5625e-06
64,3.2929778737206443,3.318822359277224,1.5625e-06
65,3.2934879503285575,3.318821854321904,1.5625e-06
66,3.2932999586084075,3.318821130279241,1.5625e-06
67,3.293505559623463,3.3188206809744494,1.5625e-06
68,3.2928520605023466,3.3188201063095204,1.5625e-06
69,3.293256094021425,3.3188196341587224,1e-06
70,3.293268900378486,3.318819236989689,1e-06
71,3.29345945531994,3.3188189604944327,1e-06
72,3.2932635559025307,3.318818511775436,1e-06
73,3.293308768573747,3.3188180677428,1e-06
74,3.293663987439804,3.318817511237517,1e-06
75,3.2934565810022742,3.3188171000094027,1e-06
76,3.293167336722732,3.318816730958531,1e-06
77,3.2930746725500737,3.3188163525349386,1e-06
78,3.292785179216179,3.3188159776261164,1e-06
79,3.2931685199524834,3.318815487315672,1e-06
80,3.293292609289233,3.318815141696602,1e-06
81,3.2934525739747795,3.318814824195693,1e-06
82,3.292781502783963,3.3188143795772618,1e-06
83,3.2927950935292865,3.318814057389993,1e-06
84,3.2935727608691363,3.3188137111851272,1e-06
85,3.2930662871293417,3.318813407157504,1e-06
86,3.2935113614376594,3.3188130328344774,1e-06
87,3.2931492683169568,3.318812841865296,1e-06
88,3.292990066748126,3.318812490388275,1e-06
89,3.2929853683953834,3.3188122431827702,1e-06
90,3.2932906009007565,3.3188119444273028,1e-06
91,3.293274341462713,3.318811658559326,1e-06
92,3.2935103714244516,3.3188114113538214,1e-06
93,3.2932480276738842,3.3188112238994103,1e-06
94,3.2930449703812155,3.3188109995399118,1e-06
95,3.293080828890038,3.318810784553134,1e-06
96,3.2932196106609357,3.3188105273891138,1e-06
97,3.293179002393134,3.31881037332502,1e-06
98,3.2930834470628363,3.3188101817700435,1e-06
99,3.292735676783168,3.318810004274148,1e-06
100,3.293193494520223,3.3188098308788176,1e-06
